ard_millis,GPS Epoch Time,lat (deg),lat (min), long (deg),long (min),el (m),SOG (mm/s),COG (deg*1000),Vert Vel (mm/s)
1944612,1489677060.80,-122,-2865879,37,3012148,-33.11,26,308860,13
1945008,1489677061.20,-122,-2865879,37,3012147,-33.13,24,307760,2
1945403,1489677061.60,-122,-2865879,37,3012146,-33.11,24,306600,-24
1945806,1489677062.00,-122,-2865878,37,3012145,-33.09,7,304990,-24
1946206,1489677062.40,-122,-2865878,37,3012145,-33.08,5,304990,-43
1946601,1489677062.80,-122,-2865878,37,3012144,-33.05,52,303020,-33
1947000,1489677063.20,-122,-2865878,37,3012142,-33.03,30,299800,-27
1947406,1489677063.60,-122,-2865879,37,3012141,-33.03,37,297870,-24
1947801,1489677064.00,-122,-2865879,37,3012140,-33.04,55,296120,-24
1948372,1489677064.40,-122,-2865879,37,3012140,-33.06,18,295230,25
1948604,1489677064.80,-122,-2865879,37,3012139,-33.06,17,295230,3
1948997,1489677065.20,-122,-2865880,37,3012138,-33.06,18,294070,8
1949407,1489677065.60,-122,-2865880,37,3012139,-33.08,47,293810,-14
1949806,1489677066.00,-122,-2865880,37,3012139,-33.11,22,293540,5
1950197,1489677066.40,-122,-2865880,37,3012139,-33.13,13,293540,-15
1950597,1489677066.80,-122,-2865881,37,3012139,-33.13,12,293750,6
1951002,1489677067.20,-122,-2865881,37,3012138,-33.14,16,293540,-7
1951401,1489677067.60,-122,-2865882,37,3012138,-33.15,14,293060,-4
1951930,1489677068.00,-122,-2865882,37,3012137,-33.14,16,292860,-22
1952190,1489677068.40,-122,-2865883,37,3012137,-33.15,34,293330,-9
1952593,1489677068.80,-122,-2865884,37,3012137,-33.14,29,293810,-5
1953003,1489677069.20,-122,-2865884,37,3012138,-33.16,18,295640,-16
1953386,1489677069.60,-122,-2865884,37,3012139,-33.19,35,298160,14
1953785,1489677070.00,-122,-2865885,37,3012139,-33.20,4,298610,32
1954197,1489677070.40,-122,-2865884,37,3012140,-33.24,30,299740,30
1954596,1489677070.80,-122,-2865884,37,3012141,-33.29,39,299740,53
1954985,1489677071.20,-122,-2865884,37,3012142,-33.31,58,299490,84
1955389,1489677071.60,-122,-2865884,37,3012142,-33.32,16,298610,40
1955780,1489677072.00,-122,-2865885,37,3012142,-33.34,24,297710,26
1956188,1489677072.40,-122,-2865885,37,3012142,-33.36,26,297710,6
1956591,1489677072.80,-122,-2865883,37,3012143,-33.40,26,298440,20
1956982,1489677073.20,-122,-2865881,37,3012143,-33.45,30,299740,-13
1957382,1489677073.60,-122,-2865880,37,3012144,-33.50,34,301060,-26
1957793,1489677074.00,-122,-2865880,37,3012145,-33.49,24,300870,1
1958180,1489677074.40,-122,-2865879,37,3012145,-33.50,29,300960,16
1958598,1489677074.80,-122,-2865879,37,3012147,-33.51,42,302250,-1
1958989,1489677075.20,-122,-2865880,37,3012147,-33.50,20,301760,-34
1959385,1489677075.60,-122,-2865880,37,3012148,-33.51,33,302880,-72
1959770,1489677076.00,-122,-2865881,37,3012148,-33.52,31,303850,-72
1960179,1489677076.40,-122,-2865882,37,3012149,-33.54,19,304950,-38
1960589,1489677076.80,-122,-2865883,37,3012149,-33.57,43,305540,59
1960976,1489677077.20,-122,-2865884,37,3012149,-33.61,16,305540,65
1961369,1489677077.60,-122,-2865886,37,3012149,-33.63,18,304450,67
1961779,1489677078.00,-122,-2865887,37,3012148,-33.63,9,303540,29
1962168,1489677078.40,-122,-2865887,37,3012148,-33.62,17,302910,54
1962577,1489677078.80,-122,-2865887,37,3012148,-33.64,24,301760,71
1962969,1489677079.20,-122,-2865887,37,3012148,-33.63,32,301880,37
1963356,1489677079.60,-122,-2865886,37,3012149,-33.66,50,303350,43
1963769,1489677080.00,-122,-2865886,37,3012150,-33.66,37,305040,21
1964156,1489677080.40,-122,-2865886,37,3012151,-33.67,10,306750,23
1964574,1489677080.80,-122,-2865886,37,3012152,-33.69,22,308950,21
1964957,1489677081.20,-122,-2865885,37,3012153,-33.70,42,310670,2
1965361,1489677081.60,-122,-2865885,37,3012154,-33.71,9,311530,32
1965766,1489677082.00,-122,-2865885,37,3012155,-33.74,8,312400,5
1966161,1489677082.40,-122,-2865885,37,3012154,-33.72,8,312440,5
1966559,1489677082.80,-122,-2865885,37,3012155,-33.72,25,313320,-13
1966956,1489677083.20,-122,-2865884,37,3012155,-33.72,20,313320,-20
1967355,1489677083.60,-122,-2865884,37,3012155,-33.74,12,313290,15
1967751,1489677084.00,-122,-2865884,37,3012155,-33.73,23,312400,-14
1968162,1489677084.40,-122,-2865884,37,3012154,-33.73,58,310600,-49
1968568,1489677084.80,-122,-2865884,37,3012153,-33.72,30,309330,-12
1968957,1489677085.20,-122,-2865884,37,3012152,-33.72,53,308260,-18
1969348,1489677085.60,-122,-2865883,37,3012151,-33.74,46,308450,0
1969762,1489677086.00,-122,-2865884,37,3012150,-33.73,73,305540,-28
1970147,1489677086.40,-122,-2865884,37,3012148,-33.72,60,303310,28
1970561,1489677086.80,-122,-2865884,37,3012147,-33.73,25,302520,28
1970946,1489677087.20,-122,-2865885,37,3012146,-33.70,29,300960,-23
1971357,1489677087.60,-122,-2865885,37,3012145,-33.69,13,299740,-13
1971746,1489677088.00,-122,-2865884,37,3012146,-33.71,90,301090,44
1972150,1489677088.40,-122,-2865885,37,3012147,-33.68,54,302310,-31
1972539,1489677088.80,-122,-2865885,37,3012148,-33.66,32,300360,-13
1972934,1489677089.20,-122,-2865886,37,3012148,-33.63,37,298110,-13
1973336,1489677089.60,-122,-2865886,37,3012149,-33.64,32,299320,-37
1973743,1489677090.00,-122,-2865886,37,3012149,-33.63,4,298720,-6
1974134,1489677090.40,-122,-2865887,37,3012150,-33.62,15,297790,22
1974530,1489677090.80,-122,-2865886,37,3012150,-33.63,11,297500,24
1974925,1489677091.20,-122,-2865886,37,3012150,-33.62,24,295620,14
1975330,1489677091.60,-122,-2865887,37,3012148,-33.59,41,293670,18
1975734,1489677092.00,-122,-2865888,37,3012147,-33.56,56,292620,18
1976129,1489677092.40,-122,-2865888,37,3012146,-33.55,38,290820,7
1976526,1489677092.80,-122,-2865887,37,3012146,-33.54,41,292090,-4
1976926,1489677093.20,-122,-2865886,37,3012146,-33.53,39,295160,3
1977368,1489677093.60,-122,-2865886,37,3012146,-33.51,62,297980,20
1977729,1489677094.00,-122,-2865886,37,3012146,-33.49,35,300030,25
1978124,1489677094.40,-122,-2865887,37,3012146,-33.46,44,301360,32
1978525,1489677094.80,-122,-2865887,37,3012147,-33.44,55,303690,15
1978927,1489677095.20,-122,-2865887,37,3012148,-33.44,32,305360,19
1979322,1489677095.60,-122,-2865887,37,3012149,-33.43,24,305970,-12
1979727,1489677096.00,-122,-2865886,37,3012149,-33.45,3,306420,11
1980114,1489677096.40,-122,-2865886,37,3012150,-33.45,21,306870,-10
1980516,1489677096.80,-122,-2865885,37,3012150,-33.48,15,307330,28
1980915,1489677097.20,-122,-2865884,37,3012151,-33.49,35,308780,44
1981317,1489677097.60,-122,-2865882,37,3012153,-33.52,57,311040,45
1981720,1489677098.00,-122,-2865881,37,3012153,-33.53,32,313260,51
1982113,1489677098.40,-122,-2865881,37,3012153,-33.52,20,313260,18
1982511,1489677098.80,-122,-2865881,37,3012152,-33.49,40,313830,9
1982914,1489677099.20,-122,-2865881,37,3012152,-33.50,35,313830,27
1983309,1489677099.60,-122,-2865880,37,3012151,-33.51,64,316190,16
1983713,1489677100.00,-122,-2865879,37,3012149,-33.52,76,316850,35
1984106,1489677100.40,-122,-2865879,37,3012148,-33.52,75,315620,23
1984507,1489677100.80,-122,-2865880,37,3012147,-33.50,42,313750,-15
1984913,1489677101.20,-122,-2865880,37,3012147,-33.50,11,315000,-33
1985304,1489677101.60,-122,-2865880,37,3012148,-33.49,54,315600,-28
1985708,1489677102.00,-122,-2865880,37,3012149,-33.47,29,317340,-32
1986101,1489677102.40,-122,-2865880,37,3012150,-33.47,37,319400,-14
1986502,1489677102.80,-122,-2865880,37,3012150,-33.44,26,319320,-7
1986904,1489677103.20,-122,-2865880,37,3012150,-33.43,21,318740,-27
1987299,1489677103.60,-122,-2865880,37,3012149,-33.45,20,320290,2
1987698,1489677104.00,-122,-2865879,37,3012149,-33.45,48,321340,-13
1988096,1489677104.40,-122,-2865879,37,3012148,-33.43,20,321230,-31
1988497,1489677104.80,-122,-2865880,37,3012147,-33.42,38,321230,-19
1988900,1489677105.20,-122,-2865880,37,3012146,-33.41,45,321800,-27
1989294,1489677105.60,-122,-2865880,37,3012145,-33.40,47,320980,-43
1989697,1489677106.00,-122,-2865881,37,3012144,-33.37,46,319400,-48
1990092,1489677106.40,-122,-2865880,37,3012144,-33.37,17,320490,-31
1990490,1489677106.80,-122,-2865880,37,3012145,-33.38,32,323130,15
1990899,1489677107.20,-122,-2865880,37,3012145,-33.37,23,324030,16
1991292,1489677107.60,-122,-2865880,37,3012146,-33.37,33,326510,26
1991692,1489677108.00,-122,-2865879,37,3012147,-33.40,50,328540,24
1992085,1489677108.40,-122,-2865878,37,3012148,-33.41,43,330520,-7
1992486,1489677108.80,-122,-2865878,37,3012149,-33.42,26,330520,27
1992888,1489677109.20,-122,-2865878,37,3012149,-33.43,8,329420,44
1993283,1489677109.60,-122,-2865879,37,3012149,-33.45,8,328640,55
1993684,1489677110.00,-122,-2865878,37,3012149,-33.47,19,328640,32
1994080,1489677110.40,-122,-2865878,37,3012149,-33.49,6,328640,17
1994481,1489677110.80,-122,-2865877,37,3012149,-33.51,10,328640,46
1994885,1489677111.20,-122,-2865877,37,3012149,-33.51,42,328240,35
1995276,1489677111.60,-122,-2865878,37,3012149,-33.50,45,327170,-4
1995673,1489677112.00,-122,-2865879,37,3012150,-33.49,69,327170,27
1996079,1489677112.40,-122,-2865879,37,3012151,-33.47,80,327590,-9
1996472,1489677112.80,-122,-2865879,37,3012152,-33.47,67,329420,0
1996875,1489677113.20,-122,-2865879,37,3012152,-33.47,16,327530,0
1997271,1489677113.60,-122,-2865881,37,3012151,-33.44,54,323130,-28
1997678,1489677114.00,-122,-2865882,37,3012151,-33.45,50,319550,-14
1998073,1489677114.40,-122,-2865882,37,3012150,-33.47,75,318670,10
1998471,1489677114.80,-122,-2865882,37,3012149,-33.48,51,318670,11
1998870,1489677115.20,-122,-2865881,37,3012149,-33.47,22,318670,-20
1999441,1489677115.60,-122,-2865882,37,3012150,-33.44,46,316060,-56
1999675,1489677116.00,-122,-2865882,37,3012151,-33.45,25,317120,-42
2000072,1489677116.40,-122,-2865882,37,3012152,-33.44,68,317630,-10
2000470,1489677116.80,-122,-2865882,37,3012154,-33.43,62,319240,8
2000863,1489677117.20,-122,-2865881,37,3012156,-33.45,57,324030,16
2001260,1489677117.60,-122,-2865881,37,3012157,-33.46,28,325680,12
2001676,1489677118.00,-122,-2865881,37,3012158,-33.49,19,327130,21
2002075,1489677118.40,-122,-2865880,37,3012158,-33.52,68,329800,-15
2002468,1489677118.80,-122,-2865879,37,3012159,-33.56,10,332140,37
2002864,1489677119.20,-122,-2865879,37,3012159,-33.59,26,334080,25
2003265,1489677119.60,-122,-2865877,37,3012159,-33.59,36,336330,4
2003666,1489677120.00,-122,-2865877,37,3012160,-33.59,26,337270,-5
2004066,1489677120.40,-122,-2865877,37,3012160,-33.58,40,335380,-7
2004459,1489677120.80,-122,-2865878,37,3012160,-33.55,34,333760,-16
2004869,1489677121.20,-122,-2865879,37,3012160,-33.53,33,332780,-3
2005248,1489677121.60,-122,-2865879,37,3012161,-33.54,12,332450,-1
2005663,1489677122.00,-122,-2865879,37,3012161,-33.55,29,331450,7
2006056,1489677122.40,-122,-2865878,37,3012161,-33.55,25,331750,-11
2006452,1489677122.80,-122,-2865877,37,3012161,-33.53,11,330720,-15
2006853,1489677123.20,-122,-2865878,37,3012161,-33.52,43,329970,-7
2007250,1489677123.60,-122,-2865879,37,3012160,-33.52,62,328080,-40
2007646,1489677124.00,-122,-2865880,37,3012159,-33.51,52,325200,-19
2008064,1489677124.40,-122,-2865881,37,3012158,-33.53,49,322820,2
2008453,1489677124.80,-122,-2865881,37,3012157,-33.54,50,323450,8
2008862,1489677125.20,-122,-2865880,37,3012157,-33.56,32,325200,-31
2009249,1489677125.60,-122,-2865881,37,3012157,-33.56,35,325010,-9
2009663,1489677126.00,-122,-2865882,37,3012157,-33.58,28,324640,-6
2010044,1489677126.40,-122,-2865883,37,3012157,-33.56,39,322700,-14
2010443,1489677126.80,-122,-2865885,37,3012156,-33.53,21,322990,-36
2010839,1489677127.20,-122,-2865886,37,3012155,-33.53,31,323270,-26
2011252,1489677127.60,-122,-2865886,37,3012154,-33.52,68,321880,-33
2011645,1489677128.00,-122,-2865886,37,3012152,-33.52,19,321880,-13
2012039,1489677128.40,-122,-2865888,37,3012151,-33.50,30,320370,-28
2012434,1489677128.80,-122,-2865890,37,3012150,-33.49,20,316940,-30
2012844,1489677129.20,-122,-2865891,37,3012150,-33.51,16,315000,-8
2013233,1489677129.60,-122,-2865892,37,3012150,-33.53,8,314500,-21
2013650,1489677130.00,-122,-2865892,37,3012150,-33.54,20,314490,-13
2014029,1489677130.40,-122,-2865891,37,3012150,-33.56,32,314490,-10
2014445,1489677130.80,-122,-2865892,37,3012151,-33.58,6,313480,-16
2014838,1489677131.20,-122,-2865892,37,3012152,-33.61,10,314010,24
2015240,1489677131.60,-122,-2865892,37,3012153,-33.61,6,315000,-33
2015633,1489677132.00,-122,-2865891,37,3012154,-33.62,34,315480,-18
2016043,1489677132.40,-122,-2865891,37,3012154,-33.61,29,315480,-31
2016421,1489677132.80,-122,-2865890,37,3012155,-33.62,32,317370,-31
2016839,1489677133.20,-122,-2865890,37,3012155,-33.61,22,320110,0
2017245,1489677133.60,-122,-2865890,37,3012156,-33.60,17,322740,-3
2017628,1489677134.00,-122,-2865889,37,3012156,-33.59,17,323880,17
2018039,1489677134.40,-122,-2865889,37,3012155,-33.53,23,322620,-1
2018445,1489677134.80,-122,-2865888,37,3012154,-33.46,34,321340,23
2018834,1489677135.20,-122,-2865889,37,3012153,-33.43,12,319610,20
2019227,1489677135.60,-122,-2865888,37,3012153,-33.40,38,320190,3
2019618,1489677136.00,-122,-2865888,37,3012152,-33.36,8,320190,-36
2020034,1489677136.40,-122,-2865888,37,3012151,-33.32,30,319840,-4
2020429,1489677136.80,-122,-2865887,37,3012152,-33.35,53,320460,18
2020816,1489677137.20,-122,-2865886,37,3012152,-33.36,42,321120,1
2021218,1489677137.60,-122,-2865885,37,3012152,-33.40,6,321800,1
2021634,1489677138.00,-122,-2865885,37,3012153,-33.41,19,321800,32
2022025,1489677138.40,-122,-2865884,37,3012152,-33.44,27,320390,31
2022412,1489677138.80,-122,-2865883,37,3012151,-33.48,5,319990,40
2022823,1489677139.20,-122,-2865882,37,3012150,-33.52,17,318430,28
2023213,1489677139.60,-122,-2865882,37,3012149,-33.57,33,315590,8
2023632,1489677140.00,-122,-2865882,37,3012148,-33.55,10,310700,48
2024007,1489677140.40,-122,-2865882,37,3012147,-33.55,20,308800,43
2024407,1489677140.80,-122,-2865882,37,3012146,-33.54,32,309350,16
2024800,1489677141.20,-122,-2865882,37,3012145,-33.53,7,309470,1
2025199,1489677141.60,-122,-2865882,37,3012144,-33.51,21,309050,-32
2025596,1489677142.00,-122,-2865882,37,3012143,-33.47,22,310240,-18
2025996,1489677142.40,-122,-2865882,37,3012142,-33.45,30,310870,6
2026399,1489677142.80,-122,-2865882,37,3012142,-33.42,26,309590,7
2026797,1489677143.20,-122,-2865882,37,3012142,-33.42,11,307730,11
2027196,1489677143.60,-122,-2865882,37,3012142,-33.41,26,307730,-2
2027597,1489677144.00,-122,-2865881,37,3012142,-33.41,20,307570,-4
2027995,1489677144.40,-122,-2865882,37,3012142,-33.38,16,306160,-13
2028400,1489677144.80,-122,-2865881,37,3012142,-33.38,19,307950,-30
2028795,1489677145.20,-122,-2865881,37,3012142,-33.38,24,308660,-14
2029193,1489677145.60,-122,-2865882,37,3012141,-33.37,27,307950,-22
2029586,1489677146.00,-122,-2865881,37,3012141,-33.40,27,307950,6
2029989,1489677146.40,-122,-2865881,37,3012141,-33.41,49,308800,-8
2030391,1489677146.80,-122,-2865881,37,3012141,-33.44,22,311350,-2
2030784,1489677147.20,-122,-2865880,37,3012141,-33.45,25,311350,16
2031185,1489677147.60,-122,-2865880,37,3012141,-33.44,15,311350,5
2031583,1489677148.00,-122,-2865879,37,3012141,-33.46,10,313150,-2
2031982,1489677148.40,-122,-2865879,37,3012141,-33.44,16,313150,-4
2032388,1489677148.80,-122,-2865879,37,3012141,-33.43,6,314400,1
2032783,1489677149.20,-122,-2865879,37,3012141,-33.40,31,316190,0
2033180,1489677149.60,-122,-2865879,37,3012141,-33.36,10,316770,-8
2033580,1489677150.00,-122,-2865879,37,3012141,-33.32,14,315590,3
2033981,1489677150.40,-122,-2865879,37,3012141,-33.31,3,314410,-51
2034382,1489677150.80,-122,-2865879,37,3012141,-33.31,12,314410,-4
2034778,1489677151.20,-122,-2865879,37,3012142,-33.33,5,313830,-13
2035173,1489677151.60,-122,-2865879,37,3012142,-33.33,19,311500,-18
2035576,1489677152.00,-122,-2865879,37,3012141,-33.33,47,308930,-12
2035974,1489677152.40,-122,-2865879,37,3012141,-33.35,26,308930,20
2036377,1489677152.80,-122,-2865879,37,3012140,-33.37,28,308930,29
2036772,1489677153.20,-122,-2865878,37,3012140,-33.37,30,306870,33
2037168,1489677153.60,-122,-2865878,37,3012140,-33.36,9,306870,10
2037573,1489677154.00,-122,-2865878,37,3012140,-33.36,16,308110,14
2037968,1489677154.40,-122,-2865878,37,3012140,-33.34,20,308110,-7
2038368,1489677154.80,-122,-2865878,37,3012141,-33.30,6,309350,-18
2038763,1489677155.20,-122,-2865877,37,3012142,-33.29,20,309920,12
2039164,1489677155.60,-122,-2865876,37,3012142,-33.28,33,309690,22
2039568,1489677156.00,-122,-2865875,37,3012144,-33.28,58,310290,1
2039961,1489677156.40,-122,-2865874,37,3012145,-33.28,61,313670,25
2040363,1489677156.80,-122,-2865874,37,3012147,-33.26,45,318290,43
2040758,1489677157.20,-122,-2865873,37,3012148,-33.27,12,322050,45
2041161,1489677157.60,-122,-2865873,37,3012149,-33.31,12,325360,62
2041565,1489677158.00,-122,-2865872,37,3012150,-33.34,14,326550,24
2041958,1489677158.40,-122,-2865871,37,3012151,-33.36,27,328890,67
2042357,1489677158.80,-122,-2865871,37,3012152,-33.38,24,329320,73
2042750,1489677159.20,-122,-2865871,37,3012153,-33.40,32,328450,47
2043154,1489677159.60,-122,-2865870,37,3012154,-33.42,41,329180,-5
2043570,1489677160.00,-122,-2865870,37,3012155,-33.44,26,326310,41
2043953,1489677160.40,-122,-2865869,37,3012155,-33.46,22,326310,70
2044350,1489677160.80,-122,-2865869,37,3012155,-33.47,22,326310,35
2044749,1489677161.20,-122,-2865869,37,3012153,-33.48,25,323500,53
2045151,1489677161.60,-122,-2865869,37,3012153,-33.47,10,321790,-23
2045550,1489677162.00,-122,-2865869,37,3012152,-33.44,41,319180,-16
2045945,1489677162.40,-122,-2865869,37,3012151,-33.39,21,316470,-34
2046345,1489677162.80,-122,-2865870,37,3012150,-33.36,18,312060,13
2046740,1489677163.20,-122,-2865870,37,3012150,-33.35,12,309290,-4
2047145,1489677163.60,-122,-2865870,37,3012149,-33.35,27,306470,-7
2047555,1489677164.00,-122,-2865870,37,3012149,-33.36,14,307070,1
2047944,1489677164.40,-122,-2865869,37,3012149,-33.40,20,308990,-4
2048342,1489677164.80,-122,-2865867,37,3012150,-33.42,40,311080,-14
2048739,1489677165.20,-122,-2865866,37,3012150,-33.43,26,311820,-15
2049140,1489677165.60,-122,-2865867,37,3012150,-33.43,39,309520,-24
2049546,1489677166.00,-122,-2865867,37,3012151,-33.43,21,308160,-8
2049937,1489677166.40,-122,-2865867,37,3012152,-33.44,13,308990,8
2050514,1489677166.80,-122,-2865866,37,3012153,-33.45,16,313570,17
2050742,1489677167.20,-122,-2865865,37,3012155,-33.45,47,319180,6
2051135,1489677167.60,-122,-2865865,37,3012156,-33.45,24,325240,-13
2051543,1489677168.00,-122,-2865865,37,3012158,-33.46,10,328880,3
2051946,1489677168.40,-122,-2865865,37,3012159,-33.47,21,329930,-28
2052341,1489677168.80,-122,-2865865,37,3012161,-33.48,15,329740,48
2052745,1489677169.20,-122,-2865866,37,3012161,-33.46,13,330550,20
2053138,1489677169.60,-122,-2865865,37,3012162,-33.46,24,333080,-5
2053537,1489677170.00,-122,-2865865,37,3012163,-33.47,10,336900,-5
2053937,1489677170.40,-122,-2865864,37,3012164,-33.49,41,340600,21
2054334,1489677170.80,-122,-2865864,37,3012165,-33.51,13,343230,19
2054742,1489677171.20,-122,-2865864,37,3012165,-33.51,7,344050,22
2055120,1489677171.60,-122,-2865865,37,3012165,-33.49,38,344440,9
2055524,1489677172.00,-122,-2865865,37,3012166,-33.47,12,346290,-8
2055923,1489677172.40,-122,-2865865,37,3012166,-33.47,15,348690,-27
2056333,1489677172.80,-122,-2865864,37,3012167,-33.47,34,350220,7
2056726,1489677173.20,-122,-2865865,37,3012167,-33.45,23,350220,33
2057125,1489677173.60,-122,-2865865,37,3012167,-33.44,18,350330,13
2057525,1489677174.00,-122,-2865865,37,3012167,-33.44,33,350110,26
2057934,1489677174.40,-122,-2865866,37,3012166,-33.44,30,349630,72
2058332,1489677174.80,-122,-2865866,37,3012166,-33.43,32,349250,33
2058733,1489677175.20,-122,-2865866,37,3012166,-33.43,10,349110,11
2059124,1489677175.60,-122,-2865866,37,3012167,-33.41,36,348410,-34
2059536,1489677176.00,-122,-2865867,37,3012169,-33.40,67,347860,-17
2059917,1489677176.40,-122,-2865868,37,3012170,-33.38,45,346480,-31
2060333,1489677176.80,-122,-2865869,37,3012171,-33.38,11,345470,-25
2060724,1489677177.20,-122,-2865870,37,3012171,-33.39,25,345490,-19
2061117,1489677177.60,-122,-2865870,37,3012172,-33.39,12,345190,40
2061527,1489677178.00,-122,-2865870,37,3012172,-33.40,17,346120,27
2061922,1489677178.40,-122,-2865870,37,3012172,-33.38,26,345070,-12
2062307,1489677178.80,-122,-2865871,37,3012173,-33.36,6,344380,-37
2062706,1489677179.20,-122,-2865872,37,3012174,-33.36,4,343240,9
2063116,1489677179.60,-122,-2865873,37,3012175,-33.37,31,341750,13
2063505,1489677180.00,-122,-2865874,37,3012175,-33.36,25,340110,12
2063923,1489677180.40,-122,-2865875,37,3012176,-33.33,12,338920,-7
2064310,1489677180.80,-122,-2865876,37,3012176,-33.32,22,338500,-17
2064703,1489677181.20,-122,-2865877,37,3012177,-33.30,18,337620,-26
2065115,1489677181.60,-122,-2865878,37,3012177,-33.28,16,337260,-13
2065516,1489677182.00,-122,-2865878,37,3012177,-33.30,14,338020,47
2065909,1489677182.40,-122,-2865878,37,3012178,-33.31,21,338380,51
2066307,1489677182.80,-122,-2865878,37,3012178,-33.32,21,338730,46
2066696,1489677183.20,-122,-2865878,37,3012178,-33.29,20,338630,26
2067091,1489677183.60,-122,-2865878,37,3012179,-33.26,25,339290,-4
2067492,1489677184.00,-122,-2865879,37,3012179,-33.22,20,339340,-45
2067890,1489677184.40,-122,-2865880,37,3012179,-33.18,13,339340,-60
2068295,1489677184.80,-122,-2865880,37,3012179,-33.18,34,339650,7
2068713,1489677185.20,-122,-2865881,37,3012180,-33.19,21,339240,44
2069090,1489677185.60,-122,-2865881,37,3012179,-33.22,35,338280,46
2069489,1489677186.00,-122,-2865882,37,3012178,-33.24,45,337950,-9
2069905,1489677186.40,-122,-2865882,37,3012178,-33.23,3,336970,-37
2070300,1489677186.80,-122,-2865882,37,3012178,-33.23,5,336970,-12
2070687,1489677187.20,-122,-2865882,37,3012177,-33.24,28,336970,-45
2071087,1489677187.60,-122,-2865882,37,3012176,-33.22,37,337040,-31
2071494,1489677188.00,-122,-2865882,37,3012176,-33.24,15,337040,-8
2071885,1489677188.40,-122,-2865883,37,3012174,-33.24,17,335710,31
2072283,1489677188.80,-122,-2865884,37,3012172,-33.21,22,333650,-1
2072676,1489677189.20,-122,-2865885,37,3012170,-33.18,11,331930,-7
2073090,1489677189.60,-122,-2865885,37,3012169,-33.16,21,331040,-56
2073479,1489677190.00,-122,-2865886,37,3012167,-33.16,9,330560,-4
2073890,1489677190.40,-122,-2865887,37,3012166,-33.16,2,330070,-4
2074284,1489677190.80,-122,-2865888,37,3012165,-33.15,39,328160,-24
2074845,1489677191.20,-122,-2865889,37,3012164,-33.15,18,327610,-1
2075072,1489677191.60,-122,-2865890,37,3012162,-33.14,4,325270,-9
2075475,1489677192.00,-122,-2865891,37,3012161,-33.13,10,324340,0
2075875,1489677192.40,-122,-2865891,37,3012160,-33.12,9,323130,-29
2076266,1489677192.80,-122,-2865893,37,3012159,-33.10,31,321930,-53
2076667,1489677193.20,-122,-2865893,37,3012158,-33.10,19,321170,-25
2077065,1489677193.60,-122,-2865894,37,3012157,-33.11,15,320050,-10
2077468,1489677194.00,-122,-2865894,37,3012156,-33.11,5,318920,-18
2077870,1489677194.40,-122,-2865894,37,3012156,-33.11,17,318920,-15
2078267,1489677194.80,-122,-2865894,37,3012156,-33.12,28,318140,-17
2078662,1489677195.20,-122,-2865895,37,3012155,-33.12,6,316590,-30
2079059,1489677195.60,-122,-2865894,37,3012155,-33.13,15,315400,-21
2079463,1489677196.00,-122,-2865894,37,3012155,-33.16,18,315400,-15
2079864,1489677196.40,-122,-2865894,37,3012153,-33.17,10,312940,23
2080260,1489677196.80,-122,-2865893,37,3012152,-33.17,15,309880,61
2080659,1489677197.20,-122,-2865893,37,3012152,-33.16,34,309880,35
2081060,1489677197.60,-122,-2865893,37,3012151,-33.15,49,308090,33
2081460,1489677198.00,-122,-2865893,37,3012152,-33.17,34,307490,1
2081857,1489677198.40,-122,-2865892,37,3012151,-33.18,27,307490,18
2082252,1489677198.80,-122,-2865891,37,3012151,-33.19,52,305100,64
2082660,1489677199.20,-122,-2865891,37,3012150,-33.20,11,303160,16
2083055,1489677199.60,-122,-2865890,37,3012149,-33.20,15,300960,-23
2083448,1489677200.00,-122,-2865889,37,3012148,-33.23,25,299580,-9
2083846,1489677200.40,-122,-2865888,37,3012148,-33.29,26,299320,-4
2084247,1489677200.80,-122,-2865887,37,3012148,-33.31,15,296880,-23
2084651,1489677201.20,-122,-2865886,37,3012147,-33.35,37,296240,36
2085050,1489677201.60,-122,-2865884,37,3012147,-33.38,9,297550,7
2085453,1489677202.00,-122,-2865883,37,3012146,-33.41,27,297580,25
2085842,1489677202.40,-122,-2865882,37,3012145,-33.46,20,298300,40
2086240,1489677202.80,-122,-2865881,37,3012144,-33.50,2,299360,48
2086641,1489677203.20,-122,-2865881,37,3012143,-33.53,27,300140,25
2087047,1489677203.60,-122,-2865879,37,3012143,-33.59,9,302090,10
2087444,1489677204.00,-122,-2865877,37,3012143,-33.63,11,303450,-8
2087841,1489677204.40,-122,-2865876,37,3012141,-33.65,27,301720,-45
2088237,1489677204.80,-122,-2865876,37,3012139,-33.66,23,297760,12
2088642,1489677205.20,-122,-2865876,37,3012138,-33.66,12,294960,-22
2089035,1489677205.60,-122,-2865875,37,3012137,-33.70,10,291300,16
2089435,1489677206.00,-122,-2865875,37,3012135,-33.72,9,289030,10
2089836,1489677206.40,-122,-2865875,37,3012134,-33.71,30,286610,-12
2090231,1489677206.80,-122,-2865874,37,3012133,-33.70,10,284040,9
2090631,1489677207.20,-122,-2865873,37,3012132,-33.72,18,280490,7
2091034,1489677207.60,-122,-2865872,37,3012131,-33.73,30,274240,18
2091429,1489677208.00,-122,-2865872,37,3012130,-33.73,26,267920,24
2091827,1489677208.40,-122,-2865871,37,3012129,-33.71,15,263770,-10
2092222,1489677208.80,-122,-2865871,37,3012129,-33.72,9,260360,12
